date,price,xuat_khau
2010-11-11,34750.0,1.743462989
2010-11-12,34650.0,1.743462989
2010-11-13,34300.0,1.743462989
2010-11-14,34300.0,1.743462989
2010-11-15,34300.0,1.743462989
2010-11-16,34500.0,1.743462989
2010-11-17,34000.0,1.743462989
2010-11-18,34066.67,1.743462989
2010-11-19,34700.0,1.743462989
2010-11-20,35100.0,1.743462989
2010-11-21,35100.0,1.743462989
2010-11-22,35200.0,1.743462989
2010-11-23,34050.0,1.743462989
2010-11-24,34166.67,1.743462989
2010-11-25,34133.33,1.743462989
2010-11-26,33800.0,1.743462989
2010-11-27,34000.0,1.743462989
2010-11-28,34000.0,1.743462989
2010-11-29,34100.0,1.743462989
2010-11-30,33600.0,1.743462989
2010-12-01,33750.0,1.778747026
2010-12-02,33900.0,1.778747026
2010-12-03,34900.0,1.778747026
2010-12-04,34900.0,1.778747026
2010-12-05,34900.0,1.778747026
2010-12-06,35000.0,1.778747026
2010-12-07,35000.0,1.778747026
2010-12-08,35000.0,1.778747026
2010-12-09,35000.0,1.778747026
2010-12-10,35000.0,1.778747026
2010-12-11,35000.0,1.778747026
2010-12-12,35000.0,1.778747026
2010-12-13,35000.0,1.778747026
2010-12-14,35000.0,1.778747026
2010-12-15,35000.0,1.778747026
2010-12-16,35000.0,1.778747026
2010-12-17,35000.0,1.778747026
2010-12-18,35000.0,1.778747026
2010-12-19,35000.0,1.778747026
2010-12-20,35000.0,1.778747026
2010-12-21,35000.0,1.778747026
2010-12-22,35000.0,1.778747026
2010-12-23,35000.0,1.778747026
2010-12-24,35000.0,1.778747026
2010-12-25,35000.0,1.778747026
2010-12-26,35000.0,1.778747026
2010-12-27,35000.0,1.778747026
2010-12-28,35700.0,1.778747026
2010-12-29,35800.0,1.778747026
2010-12-30,36200.0,1.778747026
2010-12-31,37200.0,1.778747026
2011-01-01,37200.0,1.921309646
2011-01-02,37200.0,1.921309646
2011-01-03,37200.0,1.921309646
2011-01-04,37200.0,1.921309646
2011-01-05,37200.0,1.921309646
2011-01-06,37200.0,1.921309646
2011-01-07,37200.0,1.921309646
2011-01-08,37200.0,1.921309646
2011-01-09,37200.0,1.921309646
2011-01-10,37200.0,1.921309646
2011-01-11,37200.0,1.921309646
2011-01-12,37200.0,1.921309646
2011-01-13,37200.0,1.921309646
2011-01-14,37200.0,1.921309646
2011-01-15,37200.0,1.921309646
2011-01-16,37200.0,1.921309646
2011-01-17,37200.0,1.921309646
2011-01-18,37200.0,1.921309646
2011-01-19,37200.0,1.921309646
2011-01-20,37200.0,1.921309646
2011-01-21,37200.0,1.921309646
2011-01-22,37200.0,1.921309646
2011-01-23,37200.0,1.921309646
2011-01-24,37200.0,1.921309646
2011-01-25,37200.0,1.921309646
2011-01-26,37200.0,1.921309646
2011-01-27,37200.0,1.921309646
2011-01-28,37200.0,1.921309646
2011-01-29,37200.0,1.921309646
2011-01-30,37200.0,1.921309646
2011-01-31,37200.0,1.921309646
2011-02-01,37200.0,2.101174345
2011-02-02,37200.0,2.101174345
2011-02-03,37200.0,2.101174345
2011-02-04,37200.0,2.101174345
2011-02-05,37200.0,2.101174345
2011-02-06,37200.0,2.101174345
2011-02-07,37200.0,2.101174345
2011-02-08,37200.0,2.101174345
2011-02-09,37200.0,2.101174345
2011-02-10,37200.0,2.101174345
2011-02-11,37200.0,2.101174345
2011-02-12,37200.0,2.101174345
2011-02-13,37200.0,2.101174345
