date,price,RON 95-III
2019-11-08,33500.0,20.44
2019-11-09,33600.0,20.44
2019-11-10,33600.0,20.44
2019-11-11,33600.0,20.44
2019-11-12,33300.0,20.44
2019-11-13,33200.0,20.44
2019-11-14,34000.0,20.44
2019-11-15,34200.0,20.79
2019-11-16,33600.0,20.79
2019-11-17,33600.0,20.79
2019-11-18,33600.0,20.79
2019-11-19,33200.0,20.79
2019-11-20,32700.0,20.79
2019-11-21,33600.0,20.79
2019-11-22,33700.0,20.79
2019-11-23,33600.0,20.79
2019-11-24,33600.0,20.79
2019-11-25,33600.0,20.79
2019-11-26,33900.0,20.79
2019-11-27,32900.0,20.79
2019-11-28,33200.0,20.79
2019-11-29,33100.0,20.79
2019-11-30,33300.0,21.07
2019-12-01,33300.0,21.07
2019-12-02,33300.0,21.07
2019-12-03,33300.0,21.07
2019-12-04,33400.0,21.07
2019-12-05,32500.0,21.07
2019-12-06,33200.0,21.07
2019-12-07,33500.0,21.07
2019-12-08,33500.0,21.07
2019-12-09,33400.0,21.07
2019-12-10,33100.0,21.07
2019-12-11,33500.0,21.07
2019-12-12,33000.0,21.07
2019-12-13,33400.0,21.07
2019-12-14,32800.0,21.07
2019-12-15,32800.0,21.07
2019-12-16,32700.0,20.88
2019-12-17,33300.0,20.88
2019-12-18,32700.0,20.88
2019-12-19,32500.0,20.88
2019-12-20,32000.0,20.88
2019-12-21,32100.0,20.88
2019-12-22,32100.0,20.88
2019-12-23,32100.0,20.88
2019-12-24,31700.0,20.88
2019-12-25,32000.0,20.88
2019-12-26,32100.0,20.88
2019-12-27,32100.0,20.88
2019-12-28,32800.0,20.88
2019-12-29,32800.0,20.88
2019-12-30,32800.0,20.88
2019-12-31,32600.0,20.99
2020-01-01,32600.0,20.99
2020-01-02,32800.0,20.99
2020-01-03,32700.0,20.99
2020-01-04,32600.0,20.99
2020-01-05,32600.0,20.99
2020-01-06,32500.0,20.99
2020-01-07,32100.0,20.99
2020-01-08,32300.0,20.99
2020-01-09,32200.0,20.99
2020-01-10,31900.0,20.99
2020-01-11,32100.0,20.99
2020-01-12,32100.0,20.99
2020-01-13,32100.0,20.99
2020-01-14,31500.0,20.99
2020-01-15,31700.0,20.91
2020-01-16,31900.0,20.91
2020-01-17,31600.0,20.91
2020-01-18,31700.0,20.91
2020-01-19,31700.0,20.91
2020-01-20,37100.0,20.91
2020-01-21,31400.0,20.91
2020-01-22,31900.0,20.91
2020-01-23,32000.0,20.91
2020-01-24,32500.0,20.91
2020-01-25,31500.0,20.91
2020-01-26,31500.0,20.91
2020-01-27,31500.0,20.91
2020-01-28,31600.0,20.91
2020-01-29,31500.0,20.91
2020-01-30,31000.0,20.12
2020-01-31,30900.0,20.12
2020-02-01,31400.0,20.12
2020-02-02,31400.0,20.12
2020-02-03,31400.0,20.12
2020-02-04,30800.0,20.12
2020-02-05,30700.0,20.12
2020-02-06,30700.0,20.12
2020-02-07,30900.0,20.12
2020-02-08,30800.0,20.12
2020-02-09,30800.0,20.12
2020-02-10,30900.0,20.12
2020-02-11,30800.0,20.12
2020-02-12,31000.0,20.12
2020-02-13,30800.0,20.12
2020-02-14,31200.0,19.38
2020-02-15,31600.0,19.38
2020-02-16,31600.0,19.38
2020-02-17,31600.0,19.38
2020-02-18,31600.0,19.38
2020-02-19,31200.0,19.38
2020-02-20,31100.0,19.38
2020-02-21,31200.0,19.38
2020-02-22,31500.0,19.38
2020-02-23,31500.0,19.38
2020-02-24,31400.0,19.38
2020-02-25,30900.0,19.38
2020-02-26,31400.0,19.38
2020-02-27,31700.0,19.38
2020-02-28,31600.0,19.38
2020-02-29,31500.0,19.12
2020-03-01,31500.0,19.12
2020-03-02,31350.0,19.12
2020-03-03,31700.0,19.12
2020-03-04,32400.0,19.12
2020-03-05,31900.0,19.12
2020-03-06,31000.0,19.12
2020-03-07,30800.0,19.12
2020-03-08,30800.0,19.12
2020-03-09,30800.0,19.12
2020-03-10,30800.0,19.12
2020-03-11,31400.0,19.12
2020-03-12,31200.0,19.12
2020-03-13,30700.0,19.12
2020-03-14,30600.0,19.12
2020-03-15,30600.0,16.81
2020-03-16,30600.0,16.81
2020-03-17,30200.0,16.81
2020-03-18,30000.0,16.81
