date,price,tavg,tmax,pres
2012-01-16,20000.0,81.1,92.8,1011.0
2012-01-17,20000.0,78.1,88.2,1011.0
2012-01-31,20000.0,80.4,89.6,1011.0
2012-02-01,20000.0,81.0,94.3,1011.0
2012-02-02,20000.0,81.3,92.1,1011.0
2012-02-04,20000.0,82.0,90.1,1011.0
2012-02-06,20000.0,80.4,92.1,1011.0
2012-02-07,25000.0,80.4,89.6,1011.0
2012-02-08,25000.0,80.8,91.8,1011.0
2012-02-09,25000.0,81.0,94.5,1011.0
2012-02-10,25000.0,79.9,93.2,1011.0
2012-02-13,25000.0,80.4,92.8,1011.0
2012-02-14,25000.0,80.1,90.5,1011.0
2012-02-15,25000.0,80.6,90.5,1011.0
2012-02-16,25000.0,81.7,91.4,1011.0
2012-02-17,25000.0,77.7,90.3,1011.0
2012-02-20,25000.0,81.9,91.6,1011.0
2012-02-21,25000.0,81.3,90.3,1011.0
2012-02-22,25000.0,79.7,87.8,1011.0
2012-02-23,25000.0,81.3,91.4,1011.0
2012-02-24,25000.0,82.2,92.8,1011.0
2012-02-27,25000.0,81.9,93.9,1011.0
2012-02-28,25000.0,82.0,93.9,1011.0
2012-03-01,25000.0,82.9,93.9,1011.0
2012-03-05,25000.0,83.7,97.2,1011.0
2012-03-07,25000.0,83.5,93.6,1011.0
2012-03-08,25000.0,83.7,93.2,1011.0
2012-03-09,25000.0,84.4,93.9,1011.0
2012-03-12,25000.0,84.7,97.0,1011.0
2012-03-13,25000.0,83.8,95.7,1011.0
2012-03-14,25000.0,85.3,97.7,1011.0
2012-03-15,25000.0,80.1,93.6,1011.0
2012-03-16,25000.0,82.6,95.5,1011.0
2012-03-19,25000.0,82.9,91.8,1011.0
2012-03-20,25000.0,83.8,93.2,1011.0
2012-03-21,25000.0,79.0,92.1,1011.0
2012-03-22,25000.0,82.9,92.5,1011.0
2012-03-23,25000.0,82.2,93.6,1011.0
2012-03-28,27000.0,82.4,93.9,1011.0
2012-03-30,27000.0,83.5,93.9,1011.0
2012-04-04,27000.0,82.2,91.4,1011.0
2012-04-05,27000.0,83.3,93.9,1011.0
2012-04-06,26000.0,82.8,91.4,1011.0
2012-04-09,26000.0,84.0,95.0,1011.0
2012-04-10,30000.0,83.1,95.0,1011.0
2012-04-11,30000.0,83.5,93.9,1011.0
2012-04-12,30000.0,83.5,91.6,1011.0
2012-04-13,30000.0,82.9,92.1,1011.0
