date,price
2020-09-11,32000
2020-09-14,32000
2020-09-15,32000
2020-09-23,32000
2020-09-24,32000
2020-09-25,32000
2020-09-28,32000
2020-09-29,32000
2020-10-06,32000
2020-10-07,32000
2020-10-08,32000
2020-10-09,32000
2020-10-12,32000
2020-10-13,32000
2020-10-14,32000
2020-10-15,32000
2020-10-19,32000
2020-10-20,32000
2020-10-21,32000
2020-10-22,32000
2020-10-23,32000
2020-10-26,32000
2020-10-27,32000
2020-10-28,32000
2020-10-29,32000
2020-11-02,32000
2020-11-04,32000
2020-11-05,32000
2020-11-06,32000
2020-11-09,32000
2020-11-10,32000
2020-11-11,32000
2020-11-12,32000
2020-11-13,32000
2020-11-16,32000
2020-11-17,32000
2020-11-18,35000
2020-11-19,35000
2020-11-20,35000
2020-11-23,35000
2020-11-24,35000
2020-11-26,30000
2020-11-27,30000
2020-11-30,30000
2020-12-01,30000
2020-12-02,30000
2020-12-03,30000
2020-12-04,30000
2020-12-07,30000
2020-12-08,30000
2020-12-09,30000
2020-12-10,30000
2020-12-11,30000
2020-12-14,30000
2020-12-15,30000
2020-12-16,30000
2020-12-17,30000
2020-12-21,30000
2020-12-22,30000
2020-12-23,30000
2020-12-28,30000
2020-12-31,30000
2021-01-04,30000
2021-01-06,30000
2021-01-07,30000
2021-01-08,30000
2021-01-11,30000
2021-01-12,30000
2021-01-13,30000
2021-01-14,30000
2021-01-15,30000
2021-01-18,30000
2021-01-19,30000
2021-01-20,30000
2021-01-21,30000
2021-01-22,30000
2021-01-25,30000
2021-01-26,30000
2021-01-28,35000
2021-02-03,35000
2021-02-18,35000
2021-02-19,35000
2021-02-22,35000
2021-02-23,35000
2021-02-24,35000
2021-02-25,35000
2021-02-26,35000
2021-03-01,25000
2021-03-02,25000
2021-03-05,25000
2021-03-08,25000
2021-03-10,25000
2021-03-11,25000
2021-03-12,25000
2021-03-15,25000
2021-03-16,25000
2021-03-17,25000
2021-03-18,25000
2021-03-19,25000
2021-03-22,25000
2021-03-23,35000
2021-03-24,35000
2021-03-25,25000
2021-03-26,25000
2021-03-29,25000
2021-03-30,25000
2021-03-31,25000
2021-04-02,25000
