,price,tavg,tmin,tmax,prcp,wdir,wspd,pres,area,productivity,quantity,RON 95-III
2018-08-22,11000,29.22222222222222,26.0,33.0,0.268,235.0,11.7,1005.8,235.0,73.5,1727.4,21.17
2018-08-23,11000,28.277777777777786,25.0,34.0,0.268,221.0,9.8,1007.5,235.0,73.5,1727.4,21.17
2018-08-24,11000,28.72222222222222,26.0,32.0,0.268,235.0,7.6,1007.9,235.0,73.5,1727.4,21.17
2018-08-27,11000,28.38888888888889,26.0,32.0,0.268,244.0,10.4,1007.7,235.0,73.5,1727.4,21.17
2018-08-28,11000,28.38888888888889,25.0,33.0,0.268,258.0,8.8,1008.8,235.0,73.5,1727.4,21.17
2018-08-29,11000,28.61111111111111,26.0,34.0,0.268,252.0,9.7,1007.8,235.0,73.5,1727.4,21.17
2018-08-30,11000,29.38888888888889,26.0,33.0,0.268,244.0,11.4,1007.5,235.0,73.5,1727.4,21.17
2018-08-31,11000,29.61111111111111,27.0,33.0,0.268,249.0,8.5,1008.7,235.0,73.5,1727.4,21.17
2018-09-04,11000,27.27777777777777,24.0,32.0,0.268,239.0,5.8,1009.3,235.0,73.5,1727.4,21.17
2018-09-05,11000,28.38888888888889,24.0,33.0,0.268,264.0,9.6,1008.3,235.0,73.5,1727.4,21.17
2018-09-06,11000,28.77777777777778,24.0,33.0,0.268,274.0,6.5,1006.4,235.0,73.5,1727.4,21.47
2018-09-07,11000,27.22222222222222,24.0,32.0,0.268,269.0,5.2,1005.7,235.0,73.5,1727.4,21.47
2018-09-10,11000,28.77777777777778,25.0,33.0,0.268,251.0,5.3,1010.4,235.0,73.5,1727.4,21.47
2018-09-11,11000,28.61111111111111,25.0,32.0,0.268,254.0,5.4,1009.5,235.0,73.5,1727.4,21.47
2018-09-12,11000,26.22222222222222,24.0,31.0,0.268,256.0,6.9,1008.1,235.0,73.5,1727.4,21.47
2018-09-13,11000,27.0,23.000000000000004,32.0,0.268,240.0,6.1,1007.0,235.0,73.5,1727.4,21.47
2018-09-14,11000,27.11111111111111,25.0,31.0,0.268,252.0,7.0,1006.9,235.0,73.5,1727.4,21.47
2018-09-17,11000,26.0,25.0,29.0,0.268,235.0,10.2,1006.2,235.0,73.5,1727.4,21.47
2018-09-18,11000,26.22222222222222,25.0,32.0,0.268,246.0,7.9,1008.6,235.0,73.5,1727.4,21.47
2018-09-19,11000,27.88888888888889,25.0,34.0,0.268,314.0,4.8,1008.6,235.0,73.5,1727.4,21.47
2018-09-20,11000,27.11111111111111,25.0,32.0,0.268,355.0,3.7,1008.4,235.0,73.5,1727.4,21.47
2018-09-21,11000,28.22222222222222,25.0,33.0,0.268,109.0,4.2,1009.3,235.0,73.5,1727.4,21.77
2018-09-24,11000,25.88888888888889,24.0,31.0,0.268,21.0,3.5,1010.5,235.0,73.5,1727.4,21.77
2018-09-25,11000,28.38888888888889,24.0,33.0,0.268,289.0,5.5,1009.2,235.0,73.5,1727.4,21.77
2018-09-26,11000,28.88888888888889,24.0,34.0,0.268,267.0,5.1,1008.1,235.0,73.5,1727.4,21.77
2018-10-05,11000,27.11111111111111,25.0,32.0,0.268,69.0,4.5,1010.2,235.0,73.5,1727.4,21.77
2018-10-10,11000,29.61111111111111,25.500000000000004,34.0,0.268,110.0,5.4,1009.2,235.0,73.5,1727.4,22.34
2018-10-11,11000,28.38888888888889,24.0,33.0,0.268,48.0,5.0,1009.8,235.0,73.5,1727.4,22.34
2018-10-15,11000,28.72222222222222,25.0,33.0,0.268,113.0,5.1,1011.2,235.0,73.5,1727.4,22.34
2018-10-16,11000,29.27777777777778,27.0,33.0,0.268,150.0,6.0,1010.7,235.0,73.5,1727.4,22.34
2018-10-17,11000,27.61111111111111,26.0,33.0,0.268,210.0,4.3,1009.6,235.0,73.5,1727.4,22.34
2018-10-18,11000,27.61111111111111,24.0,34.0,0.268,296.0,3.7,1009.0,235.0,73.5,1727.4,22.34
2018-10-19,11000,26.38888888888889,24.0,29.0,0.268,51.0,3.7,1009.3,235.0,73.5,1727.4,22.34
2018-10-22,11000,27.722222222222225,24.0,34.0,0.268,353.0,4.2,1011.0,235.0,73.5,1727.4,22.2
2018-10-25,11000,28.77777777777778,24.0,33.0,0.268,106.0,6.5,1011.4,235.0,73.5,1727.4,22.2
2018-10-26,11000,29.22222222222222,25.0,34.0,0.268,104.0,5.7,1011.4,235.0,73.5,1727.4,22.2
2018-10-29,11000,28.77777777777778,25.0,34.0,0.268,18.0,4.0,1008.9,235.0,73.5,1727.4,22.2
2018-10-30,11000,27.61111111111111,23.000000000000004,32.0,0.268,11.0,4.1,1008.8,235.0,73.5,1727.4,22.2
2018-10-31,11000,27.88888888888889,22.0,33.0,0.268,14.0,5.0,1009.6,235.0,73.5,1727.4,22.2
2018-11-01,11000,28.61111111111111,23.000000000000004,33.0,0.268,144.0,5.2,1009.0,235.0,73.5,1727.4,22.2
2018-11-02,11000,28.38888888888889,25.0,32.0,0.268,49.0,3.6,1009.9,235.0,73.5,1727.4,22.2
2018-11-06,11000,30.0,25.0,35.0,0.268,44.0,3.5,1008.3,235.0,73.5,1727.4,21.06
2018-11-07,11000,26.0,25.0,29.0,0.268,74.0,7.8,1009.0,235.0,73.5,1727.4,21.06
2018-11-08,11000,28.77777777777778,25.0,33.0,0.268,84.0,7.6,1008.9,235.0,73.5,1727.4,21.06
2018-11-09,11000,28.88888888888889,25.0,34.0,0.268,84.0,7.3,1008.5,235.0,73.5,1727.4,21.06
2018-11-10,11000,29.88888888888889,25.0,35.0,0.268,88.0,6.2,1009.3,235.0,73.5,1727.4,21.06
2018-11-12,11000,27.88888888888889,26.0,34.0,0.268,71.0,5.6,1009.0,235.0,73.5,1727.4,21.06
2018-11-13,11000,28.22222222222222,26.0,33.0,0.268,99.0,4.6,1007.6,235.0,73.5,1727.4,21.06
2018-11-14,11000,28.5,25.0,33.0,0.268,96.0,4.6,1008.4,235.0,73.5,1727.4,21.06
2018-11-15,11000,29.38888888888889,25.0,34.0,0.268,102.0,5.2,1009.6,235.0,73.5,1727.4,21.06
2018-11-16,11000,28.22222222222222,25.0,33.0,0.268,108.0,5.8,1010.4,235.0,73.5,1727.4,21.06
2018-11-19,11000,28.111111111111107,24.0,31.0,0.268,89.0,8.5,1010.8,235.0,73.5,1727.4,21.06
2018-11-20,11000,28.77777777777778,25.0,33.0,0.268,113.0,7.4,1011.1,235.0,73.5,1727.4,21.06
2018-11-21,11000,29.0,25.0,34.0,0.268,79.0,4.7,1010.3,235.0,73.5,1727.4,19.97
2018-11-22,11000,28.77777777777778,24.0,33.0,0.268,297.0,4.5,1010.6,235.0,73.5,1727.4,19.97
2018-11-23,11000,28.77777777777778,25.0,33.0,0.268,347.0,7.6,1010.5,235.0,73.5,1727.4,19.97
2018-11-26,11000,25.222222222222225,23.000000000000004,26.0,0.268,148.0,9.0,1008.2,235.0,73.5,1727.4,19.97
2018-11-27,11000,27.88888888888889,24.0,32.0,0.268,134.0,6.6,1011.6,235.0,73.5,1727.4,19.97
2018-12-24,11000,27.27777777777777,25.0,33.0,0.268,1.0,4.0,1008.8,235.0,73.5,1727.4,18.14
2018-12-25,11000,27.88888888888889,25.0,33.0,0.268,255.0,3.7,1008.4,235.0,73.5,1727.4,18.14
2018-12-26,11000,27.0,25.0,31.0,0.268,261.0,5.0,1008.2,235.0,73.5,1727.4,18.14
2018-12-28,10500,25.72222222222222,24.0,28.000000000000004,0.268,334.0,3.5,1008.6,235.0,73.5,1727.4,18.14
2019-01-03,10500,27.77777777777778,23.000000000000004,31.0,0.268,51.0,7.6,1011.9,233.7,71.0,1659.3,17.6
2019-01-04,10500,29.27777777777778,25.0,34.0,0.268,92.0,12.1,1012.5,233.7,71.0,1659.3,17.6
2019-01-07,10500,28.77777777777778,24.0,35.0,0.268,91.0,6.7,1011.5,233.7,71.0,1659.3,17.6
2019-01-08,10500,27.61111111111111,23.000000000000004,32.0,0.268,84.0,4.8,1012.0,233.7,71.0,1659.3,17.6
2019-01-09,10500,28.5,23.000000000000004,34.0,0.268,99.0,5.3,1012.0,233.7,71.0,1659.3,17.6
2019-01-16,10500,28.72222222222222,26.0,33.0,0.268,75.0,4.5,1010.2,233.7,71.0,1659.3,17.6
2019-01-17,10500,27.77777777777778,24.0,34.0,0.268,68.0,4.3,1010.2,233.7,71.0,1659.3,17.6
2019-01-18,10500,27.88888888888889,23.000000000000004,34.0,0.268,66.0,5.7,1010.6,233.7,71.0,1659.3,17.6
2019-01-25,10500,26.888888888888893,21.0,33.0,0.268,1.0,4.6,1013.5,233.7,71.0,1659.3,17.6
2019-02-12,10500,29.0,26.0,36.0,0.268,88.0,9.1,1014.6,233.7,71.0,1659.3,17.6
2019-02-13,10500,28.72222222222222,24.0,34.0,0.268,101.0,7.3,1014.4,233.7,71.0,1659.3,17.6
2019-02-14,10500,29.0,23.000000000000004,35.0,0.268,108.0,8.8,1012.7,233.7,71.0,1659.3,17.6
2019-02-15,10500,28.88888888888889,25.0,35.0,0.268,109.0,10.0,1013.3,233.7,71.0,1659.3,17.6
2019-02-18,10500,28.5,25.0,34.0,0.268,144.0,9.3,1011.7,233.7,71.0,1659.3,17.6
2019-02-19,10000,28.61111111111111,25.0,33.0,0.268,133.0,8.4,1012.6,233.7,71.0,1659.3,17.6
2019-02-20,10000,29.11111111111111,25.0,34.0,0.268,132.0,8.3,1013.8,233.7,71.0,1659.3,17.6
2019-02-22,10000,28.277777777777786,26.0,32.0,0.268,141.0,8.8,1011.4,233.7,71.0,1659.3,17.6
2019-02-25,10000,28.88888888888889,26.0,35.0,0.268,128.0,10.3,1010.9,233.7,71.0,1659.3,17.6
2019-02-26,10000,28.88888888888889,26.0,35.0,0.268,121.0,9.1,1010.5,233.7,71.0,1659.3,17.6
2019-02-28,10500,28.77777777777778,26.0,34.0,0.268,132.0,9.9,1009.5,233.7,71.0,1659.3,17.6
2019-03-01,10500,28.61111111111111,25.0,34.0,0.268,126.0,8.9,1010.1,233.7,71.0,1659.3,17.6
2019-03-04,10500,27.61111111111111,25.0,32.0,0.268,150.0,7.1,1009.3,233.7,71.0,1659.3,18.54
2019-03-05,10500,28.000000000000004,24.0,34.0,0.268,151.0,7.5,1010.0,233.7,71.0,1659.3,18.54
2019-03-06,10500,28.61111111111111,24.0,35.0,0.268,151.0,6.2,1010.9,233.7,71.0,1659.3,18.54
2019-03-07,10500,28.77777777777778,25.0,33.0,0.268,172.0,7.0,1010.5,233.7,71.0,1659.3,18.54
2019-03-08,10500,29.11111111111111,26.0,34.0,0.268,147.0,7.8,1010.8,233.7,71.0,1659.3,18.54
2019-03-11,10500,29.88888888888889,26.0,36.0,0.268,190.0,6.8,1010.7,233.7,71.0,1659.3,18.54
2019-03-12,10500,29.27777777777778,27.0,34.0,0.268,168.0,7.3,1011.2,233.7,71.0,1659.3,18.54
2019-03-13,10500,30.61111111111111,27.0,35.0,0.268,149.0,7.5,1011.7,233.7,71.0,1659.3,18.54
2019-03-14,10500,29.11111111111111,27.0,34.0,0.268,142.0,8.2,1012.7,233.7,71.0,1659.3,18.54
2019-03-15,10500,30.27777777777778,26.0,36.0,0.268,133.0,8.6,1011.9,233.7,71.0,1659.3,18.54
2019-03-18,10500,30.72222222222222,26.0,37.0,0.268,129.0,8.4,1010.5,233.7,71.0,1659.3,18.54
2019-03-19,10500,29.88888888888889,27.0,35.0,0.268,143.0,10.2,1010.1,233.7,71.0,1659.3,18.54
2019-04-01,10500,29.38888888888889,27.0,35.0,0.268,128.0,8.8,1011.1,233.7,71.0,1659.3,18.54
2019-04-02,10500,30.38888888888889,26.0,36.0,0.268,125.0,9.2,1011.1,233.7,71.0,1659.3,20.03
2019-04-03,10500,29.88888888888889,28.000000000000004,34.0,0.268,137.0,8.1,1010.9,233.7,71.0,1659.3,20.03
2019-04-05,10500,29.38888888888889,25.0,33.0,0.268,125.0,6.3,1011.0,233.7,71.0,1659.3,20.03
2019-04-08,10500,30.11111111111111,28.000000000000004,34.0,0.268,143.0,7.7,1009.3,233.7,71.0,1659.3,20.03
2019-04-09,10500,30.61111111111111,27.0,35.0,0.268,145.0,7.5,1009.1,233.7,71.0,1659.3,20.03
2019-04-10,10500,31.11111111111111,28.000000000000004,35.0,0.268,147.0,6.0,1008.8,233.7,71.0,1659.3,20.03
2019-04-11,10500,30.61111111111111,28.000000000000004,35.0,0.268,165.0,6.8,1008.0,233.7,71.0,1659.3,20.03
2019-04-12,10500,31.11111111111111,27.0,35.0,0.268,173.0,6.8,1008.0,233.7,71.0,1659.3,20.03
2019-04-16,10500,31.38888888888889,28.000000000000004,36.0,0.268,158.0,6.7,1008.9,233.7,71.0,1659.3,20.03
2019-04-17,10500,30.77777777777778,26.0,36.0,0.268,178.0,6.6,1009.1,233.7,71.0,1659.3,21.23
2019-04-18,10500,30.88888888888889,29.0,35.0,0.268,166.0,7.4,1008.3,233.7,71.0,1659.3,21.23
2019-04-19,10500,31.61111111111111,28.000000000000004,37.0,0.268,177.0,6.4,1007.3,233.7,71.0,1659.3,21.23
2019-04-22,10500,31.38888888888889,28.000000000000004,36.0,0.268,141.0,7.5,1006.4,233.7,71.0,1659.3,21.23
2019-04-24,10500,31.61111111111111,29.0,37.0,0.268,138.0,8.7,1007.4,233.7,71.0,1659.3,21.23
2019-04-25,10500,31.27777777777778,29.0,36.0,0.268,143.0,8.4,1007.1,233.7,71.0,1659.3,21.23
2019-04-26,10500,31.11111111111111,28.000000000000004,35.0,0.268,143.0,8.2,1007.0,233.7,71.0,1659.3,21.23
2019-05-02,10500,29.22222222222222,25.0,35.0,0.268,176.0,6.3,1008.3,233.7,71.0,1659.3,22.19
2019-05-03,10500,29.88888888888889,25.0,35.0,0.268,185.0,5.3,1009.2,233.7,71.0,1659.3,22.19
2019-05-04,10500,31.22222222222222,27.0,36.0,0.268,183.0,6.1,1009.4,233.7,71.0,1659.3,22.19
2019-05-09,10500,28.61111111111111,26.0,34.0,0.268,214.0,6.2,1006.1,233.7,71.0,1659.3,22.19
2019-05-10,10500,27.722222222222225,24.0,33.0,0.268,241.0,5.3,1007.8,233.7,71.0,1659.3,22.19
2019-05-13,10500,29.88888888888889,26.0,35.0,0.268,191.0,6.1,1007.7,233.7,71.0,1659.3,22.19
2019-05-14,10500,29.72222222222222,27.0,34.0,0.268,165.0,5.3,1008.1,233.7,71.0,1659.3,22.19
2019-05-15,10500,30.38888888888889,27.0,36.0,0.268,218.0,5.0,1008.6,233.7,71.0,1659.3,22.19
2019-05-17,10500,31.11111111111111,26.0,35.0,0.268,246.0,6.6,1008.2,233.7,71.0,1659.3,21.59
2019-05-20,10500,29.61111111111111,26.0,35.0,0.268,220.0,7.1,1008.2,233.7,71.0,1659.3,21.59
2019-05-21,10500,29.22222222222222,27.0,35.0,0.268,218.0,6.3,1008.4,233.7,71.0,1659.3,21.59
2019-05-22,10500,28.111111111111107,25.0,35.0,0.268,216.0,4.8,1008.6,233.7,71.0,1659.3,21.59
2019-05-31,10500,30.5,26.0,35.0,0.268,143.0,5.5,1007.0,233.7,71.0,1659.3,21.59
2019-06-03,10500,27.88888888888889,26.0,34.0,0.268,225.0,4.2,1007.5,233.7,71.0,1659.3,21.21
2019-06-04,10500,28.61111111111111,25.0,35.0,0.268,104.0,3.0,1007.4,233.7,71.0,1659.3,21.21
2019-06-05,10500,28.72222222222222,26.0,34.0,0.268,139.0,4.2,1006.9,233.7,71.0,1659.3,21.21
2019-06-06,10500,28.5,26.0,34.0,0.268,134.0,5.2,1008.2,233.7,71.0,1659.3,21.21
2019-06-07,10500,28.277777777777786,24.0,32.0,0.268,192.0,4.9,1009.4,233.7,71.0,1659.3,21.21
2019-06-10,10500,29.22222222222222,26.0,33.0,0.268,257.0,10.0,1006.7,233.7,71.0,1659.3,21.21
2019-06-12,10500,29.61111111111111,27.0,33.0,0.268,257.0,8.3,1007.4,233.7,71.0,1659.3,21.21
2019-06-14,10500,28.88888888888889,27.0,33.0,0.268,249.0,7.8,1007.4,233.7,71.0,1659.3,21.21
2019-06-17,10500,27.77777777777778,27.0,31.0,0.268,243.0,8.3,1007.9,233.7,71.0,1659.3,20.13
2019-06-18,10500,29.5,25.0,34.0,0.268,264.0,8.0,1007.8,233.7,71.0,1659.3,20.13
2019-06-19,10500,30.38888888888889,26.0,35.0,0.268,290.0,7.3,1007.0,233.7,71.0,1659.3,20.13
2019-06-20,10500,30.38888888888889,27.0,35.0,0.268,271.0,5.7,1006.3,233.7,71.0,1659.3,20.13
2019-06-21,10500,28.72222222222222,26.0,35.0,0.268,271.0,5.0,1005.6,233.7,71.0,1659.3,20.13
2019-06-22,10500,29.38888888888889,25.0,34.0,0.268,122.0,5.5,1004.6,233.7,71.0,1659.3,20.13
2019-06-24,10500,27.88888888888889,24.0,33.0,0.268,197.0,7.1,1007.9,233.7,71.0,1659.3,20.13
2019-06-25,10500,29.11111111111111,26.0,34.0,0.268,233.0,5.8,1008.5,233.7,71.0,1659.3,20.13
2019-06-26,10500,29.11111111111111,26.0,34.0,0.268,246.0,8.6,1007.9,233.7,71.0,1659.3,20.13
2019-06-27,10500,29.61111111111111,26.0,33.0,0.268,253.0,10.5,1006.7,233.7,71.0,1659.3,20.13
2019-07-02,10500,28.277777777777786,26.0,33.0,0.268,241.0,10.7,1005.9,233.7,71.0,1659.3,20.51
2019-07-03,10500,25.611111111111107,24.0,28.000000000000004,0.268,245.0,10.8,1007.4,233.7,71.0,1659.3,20.51
2019-07-04,10500,26.77777777777778,23.000000000000004,31.0,0.268,234.0,6.6,1009.0,233.7,71.0,1659.3,20.51
2019-07-05,10500,28.72222222222222,25.0,33.0,0.268,260.0,6.5,1007.9,233.7,71.0,1659.3,20.51
2019-07-08,10500,29.27777777777778,26.0,34.0,0.268,224.0,7.6,1008.7,233.7,71.0,1659.3,20.51
2019-07-10,10500,30.11111111111111,26.0,34.0,0.268,248.0,8.6,1008.6,233.7,71.0,1659.3,20.51
2019-07-11,10500,30.72222222222222,27.0,35.0,0.268,261.0,9.0,1009.8,233.7,71.0,1659.3,20.51
2019-07-12,10500,30.38888888888889,27.0,34.0,0.268,248.0,8.4,1009.2,233.7,71.0,1659.3,20.51
2019-07-15,10500,29.27777777777778,27.0,35.0,0.268,258.0,8.3,1005.4,233.7,71.0,1659.3,20.51
2019-07-16,10500,27.77777777777778,24.0,33.0,0.268,250.0,7.3,1005.2,233.7,71.0,1659.3,20.51
2019-07-17,10500,26.611111111111114,24.0,31.0,0.268,247.0,5.6,1004.8,233.7,71.0,1659.3,21.23
2019-07-18,10500,28.61111111111111,25.0,32.0,0.268,245.0,8.9,1005.0,233.7,71.0,1659.3,21.23
2019-07-19,10500,28.22222222222222,26.0,32.0,0.268,244.0,9.0,1005.9,233.7,71.0,1659.3,21.23
2019-07-22,10500,28.38888888888889,26.0,34.0,0.268,283.0,6.1,1007.2,233.7,71.0,1659.3,21.23
2019-07-23,10500,28.72222222222222,25.0,34.0,0.268,279.0,6.0,1006.8,233.7,71.0,1659.3,21.23
2019-07-24,10500,28.22222222222222,24.0,34.0,0.268,282.0,6.5,1007.7,233.7,71.0,1659.3,21.23
2019-07-25,10500,26.611111111111114,24.0,32.0,0.268,271.0,6.8,1010.1,233.7,71.0,1659.3,21.23
2019-07-26,10500,28.111111111111107,25.0,34.0,0.268,310.0,7.0,1008.7,233.7,71.0,1659.3,21.23
2019-07-29,10500,26.888888888888893,23.000000000000004,33.0,0.268,249.0,7.6,1008.1,233.7,71.0,1659.3,21.23
2019-07-30,10500,28.72222222222222,25.0,33.0,0.268,253.0,8.6,1006.6,233.7,71.0,1659.3,21.23
2019-07-31,10500,28.277777777777786,24.0,34.0,0.268,252.0,10.8,1005.6,233.7,71.0,1659.3,21.23
2019-08-01,10500,28.111111111111107,26.0,33.0,0.268,250.0,11.7,1006.9,233.7,71.0,1659.3,20.91
2019-08-02,10500,26.38888888888889,25.0,30.0,0.268,246.0,11.8,1007.6,233.7,71.0,1659.3,20.91
2019-08-05,10500,27.11111111111111,25.0,31.0,0.268,246.0,10.9,1005.9,233.7,71.0,1659.3,20.91
2019-08-06,10500,25.777777777777786,24.0,30.0,0.268,257.0,9.9,1006.2,233.7,71.0,1659.3,20.91
2019-08-07,10500,26.38888888888889,24.0,29.0,0.268,256.0,8.1,1005.3,233.7,71.0,1659.3,20.91
2019-08-08,10500,26.611111111111114,24.0,30.0,0.268,250.0,10.2,1004.6,233.7,71.0,1659.3,20.91
2019-08-09,10500,26.38888888888889,24.0,29.0,0.268,244.0,10.8,1003.8,233.7,71.0,1659.3,20.91
2019-08-12,10500,29.22222222222222,26.0,34.0,0.268,232.0,8.0,1007.8,233.7,71.0,1659.3,20.91
2019-08-13,10500,29.0,26.0,32.0,0.268,255.0,8.5,1008.5,233.7,71.0,1659.3,20.91
2019-08-14,10500,29.72222222222222,26.0,34.0,0.268,260.0,8.6,1008.0,233.7,71.0,1659.3,20.91
2019-08-15,10500,29.61111111111111,27.0,34.0,0.268,243.0,12.0,1007.9,233.7,71.0,1659.3,20.91
2019-08-16,10500,28.72222222222222,26.0,33.0,0.268,218.0,11.1,1008.1,233.7,71.0,1659.3,20.4
2019-08-19,10500,29.77777777777778,26.0,35.0,0.268,251.0,9.1,1007.7,233.7,71.0,1659.3,20.4
2019-08-20,10500,28.77777777777778,26.0,33.0,0.268,231.0,9.5,1006.7,233.7,71.0,1659.3,20.4
2019-08-21,10500,27.722222222222225,25.0,34.22222222222222,0.268,225.0,6.4,1007.6,233.7,71.0,1659.3,20.4
2019-08-22,10500,27.722222222222225,26.0,31.0,0.268,237.0,7.6,1008.8,233.7,71.0,1659.3,20.4
2019-08-23,10500,28.5,25.0,33.0,0.268,251.0,8.5,1008.8,233.7,71.0,1659.3,20.4
2019-09-11,10500,29.77777777777778,26.0,34.0,0.268,269.0,7.3,1011.2,233.7,71.0,1659.3,20.23
2019-09-12,10500,29.72222222222222,26.0,34.0,0.268,300.0,7.1,1009.7,233.7,71.0,1659.3,20.23
2019-09-13,10500,26.38888888888889,25.0,30.0,0.268,318.0,7.0,1007.8,233.7,71.0,1659.3,20.23
2019-09-16,10500,26.888888888888893,24.0,31.0,0.268,231.0,6.2,1006.5,233.7,71.0,1659.3,20.14
2019-09-17,10500,27.5,26.0,30.0,0.268,242.0,9.4,1007.1,233.7,71.0,1659.3,20.14
2019-09-18,10500,26.0,25.0,29.0,0.268,236.0,9.2,1008.5,233.7,71.0,1659.3,20.14
2019-09-19,10500,27.11111111111111,25.0,31.0,0.268,243.0,7.5,1009.9,233.7,71.0,1659.3,20.14
2019-09-20,10500,27.27777777777777,25.0,31.0,0.268,243.0,4.5,1009.3,233.7,71.0,1659.3,20.14
2019-09-23,10500,27.38888888888889,24.0,33.0,0.268,75.0,4.0,1011.6,233.7,71.0,1659.3,20.14
2019-09-24,10500,29.61111111111111,24.0,33.0,0.268,75.0,3.9,1010.9,233.7,71.0,1659.3,20.14
2019-09-25,10500,29.72222222222222,26.0,35.0,0.268,55.0,4.5,1011.1,233.7,71.0,1659.3,20.14
2019-09-26,10500,27.22222222222222,23.000000000000004,34.0,0.268,55.0,2.9,1011.8,233.7,71.0,1659.3,20.14
2019-09-27,10500,27.88888888888889,24.0,34.0,0.268,21.0,4.5,1011.4,233.7,71.0,1659.3,20.14
2019-10-01,11000,27.722222222222225,24.0,32.0,0.268,198.0,3.9,1010.4,233.7,71.0,1659.3,21.06
2019-10-02,11000,27.38888888888889,25.0,32.0,0.268,254.0,3.5,1010.5,233.7,71.0,1659.3,21.06
2019-10-03,11000,27.77777777777778,24.0,33.0,0.268,254.0,4.0,1010.2,233.7,71.0,1659.3,21.06
2019-10-07,11000,29.0,23.000000000000004,32.0,0.268,88.0,4.1,1009.6,233.7,71.0,1659.3,21.06
2019-10-08,11000,29.27777777777778,25.0,33.0,0.268,108.0,5.5,1009.8,233.7,71.0,1659.3,21.06
2019-10-10,11000,28.277777777777786,24.0,33.0,0.268,79.0,3.9,1010.0,233.7,71.0,1659.3,21.06
2019-10-11,11000,29.22222222222222,25.0,33.0,0.268,79.0,4.5,1009.3,233.7,71.0,1659.3,21.06
2019-10-14,11000,28.72222222222222,24.0,34.0,0.268,79.0,4.8,1010.2,233.7,71.0,1659.3,21.06
2019-10-15,11000,29.22222222222222,25.0,34.0,0.268,87.0,6.1,1009.7,233.7,71.0,1659.3,21.06
2019-10-16,11000,28.61111111111111,25.0,35.0,0.268,45.0,4.5,1009.6,233.7,71.0,1659.3,20.79
2019-10-17,11000,28.77777777777778,25.0,34.0,0.268,62.0,4.7,1009.3,233.7,71.0,1659.3,20.79
2019-10-21,11000,28.61111111111111,25.0,32.0,0.268,138.0,3.2,1008.5,233.7,71.0,1659.3,20.79
2019-10-22,11000,29.38888888888889,26.0,33.0,0.268,138.0,4.0,1007.6,233.7,71.0,1659.3,20.79
2019-10-23,11000,29.11111111111111,27.0,33.0,0.268,140.0,5.5,1008.0,233.7,71.0,1659.3,20.79
2019-10-24,11000,29.38888888888889,27.0,34.0,0.268,108.0,5.6,1008.8,233.7,71.0,1659.3,20.79
2019-10-25,11000,29.11111111111111,26.0,33.0,0.268,113.0,5.0,1009.4,233.7,71.0,1659.3,20.79
2019-10-28,11000,28.22222222222222,24.0,34.0,0.268,93.0,4.3,1008.7,233.7,71.0,1659.3,20.79
2019-10-29,11000,29.27777777777778,24.0,34.0,0.268,22.0,6.5,1008.5,233.7,71.0,1659.3,20.79
2019-10-30,11000,29.61111111111111,26.0,34.0,0.268,340.0,5.8,1006.8,233.7,71.0,1659.3,20.79
2019-10-31,11000,26.888888888888893,25.0,30.0,0.268,118.0,6.8,1006.8,233.7,71.0,1659.3,20.44
2019-11-05,11000,28.22222222222222,23.000000000000004,34.0,0.268,21.0,5.7,1008.1,233.7,71.0,1659.3,20.44
2019-11-06,11000,27.11111111111111,25.0,30.0,0.268,150.0,3.9,1007.8,233.7,71.0,1659.3,20.44
2019-11-07,11000,27.88888888888889,25.0,32.0,0.268,61.0,3.0,1009.0,233.7,71.0,1659.3,20.44
2019-11-08,11000,27.77777777777778,25.0,33.0,0.268,345.0,3.1,1010.4,233.7,71.0,1659.3,20.44
2019-11-16,11000,28.111111111111107,25.0,31.0,0.268,52.0,3.9,1010.1,233.7,71.0,1659.3,20.79
2019-11-19,11000,27.88888888888889,24.0,33.0,0.268,51.0,3.6,1009.9,233.7,71.0,1659.3,20.79
2019-11-20,11000,27.77777777777778,23.000000000000004,32.0,0.268,303.0,3.3,1010.0,233.7,71.0,1659.3,20.79
2019-11-22,11000,27.61111111111111,23.000000000000004,32.0,0.268,346.0,3.0,1010.6,233.7,71.0,1659.3,20.79
2019-11-23,11000,27.22222222222222,23.000000000000004,33.0,0.268,308.0,3.5,1010.6,233.7,71.0,1659.3,20.79
2019-11-25,11000,28.277777777777786,25.0,33.0,0.268,15.0,3.5,1010.3,233.7,71.0,1659.3,20.79
2019-12-13,11000,26.888888888888893,22.0,33.0,0.268,357.0,3.8,1012.1,233.7,71.0,1659.3,21.07
2019-12-16,11000,28.77777777777778,24.0,33.0,0.268,89.0,6.5,1010.0,233.7,71.0,1659.3,20.88
2019-12-17,11000,28.61111111111111,23.000000000000004,33.0,0.268,91.0,4.8,1010.5,233.7,71.0,1659.3,20.88
2019-12-18,11000,28.5,25.0,34.0,0.268,98.0,5.0,1011.0,233.7,71.0,1659.3,20.88
2019-12-19,11000,27.88888888888889,24.0,32.0,0.268,102.0,5.0,1010.9,233.7,71.0,1659.3,20.88
2019-12-20,11000,27.11111111111111,24.0,32.0,0.268,143.0,5.3,1010.1,233.7,71.0,1659.3,20.88
2019-12-23,11000,27.77777777777778,23.000000000000004,33.0,0.268,89.0,5.3,1011.0,233.7,71.0,1659.3,20.88
