date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2/10/2020,82.8,73.4,91.4,0.268,103,4.8,1012.5
2/11/2020,85.5,73.4,95,0.268,103,8.1,1012.8
2/12/2020,84.9,78.8,95,0.268,122,10.2,1012.5
2/13/2020,83.8,78.8,95,0.268,138,9.1,1011.5
2/14/2020,82,77,89.6,0.268,154,7.6,1010.3
2/15/2020,83.1,77,89.6,0.268,155,7.5,1011.1
2/16/2020,84.4,75.2,95,0.268,155,5.6,1011.9
2/17/2020,82.9,75.2,96.8,0.268,100,7.5,1012.8
2/18/2020,82.6,77,91.4,0.268,86,4.3,1012.9
2/19/2020,82,71.6,95,0.268,77,5,1013.1
2/20/2020,83.5,73.4,93.2,0.268,5,4.2,1013
2/21/2020,83.7,73.4,95,0.268,42,6.5,1014.1
2/22/2020,83.5,71.6,95,0.268,54,6.8,1014.6
2/23/2020,82.2,73.4,95,0.268,64,8,1013.8
2/24/2020,82.9,71.6,95,0.268,74,4.7,1012.1
2/25/2020,84,73.4,93.2,0.268,104,5.4,1010.8
2/26/2020,84.4,75.2,96.8,0.268,104,7.8,1011
2/27/2020,84,75.2,95,0.268,116,7.9,1010.2
2/28/2020,83.7,73.4,95,0.268,102,6.2,1009.8
2/29/2020,84.4,77,93.2,0.268,120,7.3,1009.3
3/1/2020,85.1,78.8,95,0.268,127,7.6,1009.8
3/2/2020,85.5,78.8,96.8,0.268,132,9.1,1009.7
3/3/2020,84.6,78.8,95,0.268,114,7.5,1009.8
3/4/2020,84,78.8,93.2,0.268,133,8,1010
3/5/2020,84.4,78.8,93.2,0.268,137,9.2,1010.6
3/6/2020,83.5,78.8,93.2,0.268,132,8.5,1012
3/7/2020,83.7,78.8,95,0.268,192,6.9,1011.5
3/8/2020,85.5,78.8,95,0.268,192,5.8,1009.4
3/9/2020,85.3,80.6,95,0.268,187,6.8,1007.9
3/10/2020,85.8,80.6,95,0.268,167,6.7,1008.2
3/11/2020,84.2,80.6,91.4,0.268,147,8.3,1010.6
3/12/2020,86.4,78.8,96.8,0.268,137,9.1,1011.2
3/13/2020,84.6,78.8,93.2,0.268,152,8.1,1011.5
3/14/2020,82.9,80.6,93.2,0.268,142,9.3,1010.8
3/15/2020,86.7,78.8,96.8,0.268,136,10.3,1010.5
3/16/2020,86.5,78.8,98.6,0.268,113,8,1011.1
3/17/2020,85.8,78.8,96.8,0.268,128,8.8,1011.5
3/18/2020,85.3,78.8,95,0.268,144,8.6,1010.4
3/19/2020,85.3,80.6,95,0.268,146,8.6,1010.3
3/20/2020,84.7,78.8,93.2,0.268,144,9.6,1011.3
3/21/2020,85.1,78.8,95,0.268,137,8.8,1011.4
3/22/2020,84.9,78.8,93.2,0.268,141,8.7,1010.6
3/23/2020,84.6,80.6,93.2,0.268,143,8.3,1010
3/24/2020,84.9,78.8,93.2,0.268,139,8.9,1009.4
3/25/2020,85.5,80.6,95,0.268,137,10,1008.3
3/26/2020,85.5,80.6,93.2,0.268,140,9.4,1009.4
3/27/2020,84.9,78.8,95,0.268,144,7.7,1009.8
3/28/2020,84.9,80.6,91.4,0.268,156,7.5,1009
3/29/2020,85.8,80.6,95,0.268,148,8,1008.5
3/30/2020,86.4,80.6,95,0.268,146,7.8,1008.8
3/31/2020,87.1,80.6,95,0.268,149,6.5,1009.1
4/1/2020,86.7,80.6,95,0.268,145,8.5,1008.9
4/2/2020,87.1,80.6,96.8,0.268,136,9.1,1009.6
4/3/2020,88,82.4,98.6,0.268,132,10.1,1010
4/4/2020,87.4,80.6,96.8,0.268,128,10.1,1009.9
4/5/2020,88.3,80.6,100.4,0.268,123,10.7,1010.3
4/6/2020,87.3,80.6,95,0.268,139,9.3,1009.8
4/7/2020,86,82.4,93.2,0.268,149,8,1009.7
4/8/2020,85.6,80.6,93.2,0.268,144,7,1010.2
4/9/2020,85.3,78.8,95,0.268,109,8,1010.6
4/10/2020,84.6,78.8,95,0.268,129,7.6,1011.4
4/11/2020,85.8,80.6,91.4,0.268,138,7.6,1011.2
4/12/2020,86.2,82.4,93.2,0.268,134,6.2,1009.8
4/13/2020,81.5,78.8,87.8,0.268,71,4.5,1010.3
4/14/2020,83.5,78.8,93.2,0.268,46,3.9,1010.7
4/15/2020,84.7,77,95,0.268,4,4.1,1010.6
4/16/2020,86.4,78.8,95,0.268,132,8.7,1009.7
4/17/2020,85.8,80.6,95,0.268,137,9.2,1010.2
4/18/2020,86.4,78.8,95,0.268,133,6.8,1010.9
4/19/2020,87.3,80.6,95,0.268,150,8.3,1009.9
4/20/2020,87.1,82.4,96.8,0.268,145,8.1,1009.8
4/21/2020,87.6,80.6,98.6,0.268,139,8.3,1008.8
4/22/2020,88,80.6,95,0.268,145,7.5,1008.9
4/23/2020,89.6,84.2,98.6,0.268,139,9.1,1008.6
4/24/2020,85.5,82.4,98.6,0.268,78,5.8,1009
4/25/2020,84,77,98.6,0.268,34,4.3,1008.8
4/26/2020,82.8,77,95,0.268,22,3.7,1009.9
4/27/2020,84.7,77,95,0.268,62,4.2,1010.2
4/28/2020,85.6,78.8,96.8,0.268,62,5,1009.7
4/29/2020,87.8,78.8,96.8,0.268,117,6.2,1009.1
4/30/2020,88.3,80.6,96.8,0.268,104,6.5,1009.4
5/1/2020,88,80.6,96.8,0.268,133,9.7,1008.3
5/2/2020,86.7,82.4,93.2,0.268,141,7.9,1008.4
5/3/2020,88.2,82.4,96.8,0.268,140,7.1,1008.3
5/4/2020,88,82.4,95,0.268,143,6.5,1008.5
5/5/2020,88.5,84.2,96.8,0.268,161,6.5,1007.6
5/6/2020,89.1,84.2,96.8,0.268,160,6.9,1007.4
5/7/2020,88.9,82.4,95,0.268,148,8,1006.8
5/8/2020,88.9,84.2,96.8,0.268,159,6.3,1007.1
5/9/2020,89.4,84.2,98.6,0.268,163,7.2,1007.8
5/10/2020,89.6,84.2,96.8,0.268,158,7.8,1008
5/11/2020,89.2,86,96.8,0.268,159,7,1008.3
5/12/2020,89.4,84.2,98.6,0.268,138,5.9,1008
5/13/2020,89.6,84.2,98.6,0.268,143,8,1007.8
5/14/2020,89.4,84.2,98.6,0.268,125,8,1007.6
5/15/2020,88.5,84.2,96.8,0.268,146,7.3,1005.5
5/16/2020,87.6,77,96.8,0.268,164,5.7,1005.2
5/17/2020,88,84.2,96.8,0.268,195,5.8,1005.4
5/18/2020,89.4,82.4,98.6,0.268,216,6.8,1005.2
5/19/2020,86.5,77,100.4,0.268,206,7.1,1005.6
5/20/2020,83.8,80.6,91.4,0.268,185,4.7,1006.7
5/21/2020,89.1,78.8,96.8,0.268,236,5.4,1006.8
5/22/2020,87.6,82.4,96.8,0.268,199,6.5,1006.3
5/23/2020,84.4,80.6,91.4,0.268,220,5.9,1007.8
5/24/2020,86.2,80.6,95,0.268,246,4.7,1009.2
5/25/2020,83.1,78.8,95,0.268,184,2.9,1010.3
5/26/2020,88.9,78.8,96.8,0.268,227,5.1,1009.8
5/27/2020,85.8,73.4,95,0.268,246,4.2,1009.3
5/28/2020,84.4,80.6,93.2,0.268,207,3.6,1009.2
5/29/2020,84.4,78.8,93.2,0.268,190,4.2,1009.6
5/30/2020,82.4,77,93.2,0.268,136,3.5,1010.6
5/31/2020,85.8,78.8,91.4,0.268,136,4.6,1010.5
6/1/2020,84.4,75.2,96.8,0.268,300,4.8,1010
6/2/2020,82.2,75.2,91.4,0.268,206,4.3,1009.6
6/3/2020,83.7,77,95,0.268,186,3.9,1008.1
6/4/2020,81.3,77,91.4,0.268,270,3.4,1008.4
6/5/2020,83.7,77,91.4,0.268,230,4.7,1008.5
6/6/2020,83.7,78.8,89.6,0.268,233,4.2,1008.4
6/7/2020,86.4,80.6,95,0.268,248,5,1007.5
6/8/2020,88,78.8,95,0.268,255,6.7,1006.7
6/9/2020,85.5,75.2,93.2,0.268,223,6,1007.1
6/10/2020,80.1,77,89.6,0.268,232,5.7,1007.9
6/11/2020,84,77,89.6,0.268,290,4.3,1006.7
6/12/2020,86,77,93.2,0.268,256,6.7,1004.7
6/13/2020,82.8,77,95,0.268,283,4.8,1004.7
6/14/2020,80.2,77,89.6,0.268,212,4.2,1007.3
6/15/2020,81.7,77,91.4,0.268,193,4.8,1009
6/16/2020,82.4,75.2,91.4,0.268,195,3.7,1008.8
6/17/2020,82.2,77,93.2,0.268,354,3.3,1008.3
6/18/2020,86.5,78.8,95,0.268,316,5.3,1007.8
6/19/2020,85.5,80.6,93.2,0.268,247,4.2,1007.6
6/20/2020,85.3,78.8,95,0.268,185,5.5,1007.3
6/21/2020,80.8,77,91.4,0.268,225,4,1006.5
6/22/2020,84.7,77,93.2,0.268,185,3.7,1006.5
6/23/2020,86.7,78.8,95,0.268,228,3,1007.1
6/24/2020,83.5,77,95,0.268,239,4.5,1007.3
6/25/2020,80.4,77,89.6,0.268,254,4.5,1007.3
6/26/2020,82.6,77,93.2,0.268,249,4,1007.4
6/27/2020,84.4,77,91.4,0.268,224,6.4,1007.3
6/28/2020,80.2,77,89.6,0.268,216,7.3,1007.4
6/29/2020,79,75.2,86,0.268,241,4.5,1007.9
6/30/2020,80.4,77,87.8,0.268,254,4.3,1007.6
7/1/2020,82.9,77,89.6,0.268,281,5.8,1006.5
7/2/2020,81.9,75.2,89.6,0.268,244,8.7,1006
7/3/2020,81.3,77,84.2,0.268,229,6.3,1007.9
7/4/2020,83.7,78.8,91.4,0.268,273,5.2,1008.4
7/5/2020,82.6,75.2,91.4,0.268,261,5,1006.3
7/6/2020,82.6,78.8,86,0.268,170,4.4,1006.3
7/7/2020,85.3,80.6,91.4,0.268,164,6.4,1008.3
7/8/2020,79.9,75.2,87.8,0.268,182,3,1008.5
7/9/2020,85.6,75.2,93.2,0.268,263,3.6,1006.3
7/10/2020,83.8,80.6,93.2,0.268,225,5.1,1007.2
7/11/2020,84.7,78.8,93.2,0.268,195,5,1007
7/12/2020,82.9,77,93.2,0.268,243,4.4,1006.5
7/13/2020,81.5,77,89.6,0.268,236,5.2,1007
7/14/2020,84.7,75.2,96.8,0.268,319,4.7,1006.6
7/15/2020,85.3,75.2,89.6,0.268,259,4.6,1006.4
7/16/2020,84.9,82.4,91.4,0.268,186,6.2,1006.4
7/17/2020,85.8,78.8,93.2,0.268,174,5.3,1007.1
7/18/2020,82.2,78.8,89.6,0.268,253,3.8,1008
7/19/2020,85.5,77,93.2,0.268,237,3.7,1006.9
7/20/2020,82,75.2,91.4,0.268,237,3.4,1007.1
7/21/2020,82.4,77,89.6,0.268,137,3.5,1007.8
7/22/2020,86.4,78.8,93.2,0.268,188,3.4,1007.4
7/23/2020,81.1,73.4,94.5,0.268,188,4.5,1007.8
7/24/2020,80.2,75.2,91.4,0.268,238,3.8,1008
7/25/2020,84.4,77,91.4,0.268,167,3.7,1007.5
7/26/2020,84.4,78.8,91.4,0.268,220,4.3,1007.2
7/27/2020,85.6,78.8,95,0.268,212,4,1006.5
7/28/2020,82.6,75.2,91.4,0.268,250,4.5,1007
7/29/2020,83.8,75.2,93.2,0.268,295,6.5,1006.6
7/30/2020,85.3,77,91.4,0.268,296,6.8,1005.4
7/31/2020,82.9,75.2,91.4,0.268,262,9.4,1004.2
8/1/2020,81,78.8,87.8,0.268,243,13.4,1004.3
8/2/2020,78.1,77,84.2,0.268,229,9.8,1004.9
8/3/2020,80.1,75.2,82.4,0.268,237,6.3,1005.4
8/4/2020,82.8,78.8,91.4,0.268,245,8.7,1005
8/5/2020,80.4,73.4,91.4,0.268,279,6.5,1006.3
8/6/2020,79.9,73.4,87.8,0.268,282,6.5,1006.8
8/7/2020,82,75.2,89.6,0.268,287,5.7,1006.3
8/8/2020,80.6,77,87.8,0.268,263,7.2,1006.4
8/9/2020,80.8,77,91.4,0.268,251,5,1006.7
8/10/2020,81.3,75.2,87.8,0.268,246,7.8,1007.8
8/11/2020,86.4,80.6,91.4,0.268,251,10.2,1007.4
8/12/2020,81.7,78.8,87.8,0.268,220,6.6,1008.4
8/13/2020,80.4,77,87.8,0.268,205,5,1008.8
8/14/2020,81.3,77,89.6,0.268,201,3.5,1008.4
8/15/2020,82,75.2,89.6,0.268,287,4.1,1007.8
8/16/2020,83.8,77,93.2,0.268,287,4.8,1007.5
8/17/2020,84.6,77,91.4,0.268,281,5.6,1006.7
8/18/2020,84.6,78.8,93.2,0.268,278,5.3,1006.1
8/19/2020,81.1,77,89.6,0.268,259,7.1,1006.6
8/20/2020,83.8,77,91.4,0.268,296,3.8,1007
8/21/2020,85.6,78.8,93.2,0.268,249,5.8,1007.7
8/22/2020,85.6,80.6,93.2,0.268,231,6.8,1008.4
8/23/2020,85.3,80.6,93.2,0.268,227,7.1,1008.9
8/24/2020,84,78.8,93.2,0.268,239,4.5,1008.8
8/25/2020,86.9,78.8,95,0.268,255,5.2,1007.8
8/26/2020,87.1,80.6,95,0.268,250,8.6,1007
8/27/2020,86.5,80.6,93.2,0.268,252,9.9,1005.8
8/28/2020,86.7,80.6,95,0.268,247,9.8,1005.2
8/29/2020,85.8,80.6,93.2,0.268,238,8.1,1005.4
8/30/2020,84,80.6,95,0.268,229,6.3,1005.5
8/31/2020,83.7,78.8,95,0.268,267,4.7,1006.3
9/1/2020,81,77,89.6,0.268,320,3.8,1006.9
9/2/2020,83.8,77,93.2,0.268,302,4.2,1007.4
9/3/2020,85.3,77,91.4,0.268,290,3.6,1007.4
9/4/2020,84.6,77,93.2,0.268,197,5.8,1007.5
9/5/2020,83.1,77,91.4,0.268,244,3.5,1006.9
9/6/2020,82.2,77,95,0.268,287,4.6,1007
9/7/2020,84.4,75.2,93.2,0.268,270,5.7,1007.3
9/8/2020,85.5,78.8,91.4,0.268,244,4.7,1008.3
9/9/2020,83.5,80.6,93.2,0.268,241,3.7,1007.9
9/10/2020,82.8,75.2,93.2,0.268,299,4.1,1006.5
9/11/2020,82.6,77,93.2,0.268,316,3.1,1007.3
9/12/2020,82.9,78.8,93.2,0.268,290,3.6,1008.9
9/13/2020,79.9,77,89.6,0.268,270,3.7,1009
9/14/2020,79.2,75.2,86,0.268,311,3.7,1008.5
9/15/2020,81.9,75.2,87.8,0.268,294,4.7,1008.2
9/16/2020,83.1,77,91.4,0.268,267,7.3,1007.1
9/17/2020,82,77,91.4,0.268,267,7.2,1004.5
9/18/2020,80.2,77,86,0.268,233,12.7,1003.1
9/19/2020,77,73.4,86,0.268,179,6.4,1007.4
9/20/2020,81.3,75.2,89.6,0.268,341,4.5,1009.2
9/21/2020,82.6,75.2,91.4,0.268,341,2.7,1008.2
9/22/2020,81.9,77,93.2,0.268,176,4.1,1007.8
9/23/2020,81.1,73.4,89.6,0.268,176,4,1008.6
9/24/2020,82.2,77,91.4,0.268,325,3.2,1009.6
9/25/2020,81.9,75.2,91.4,0.268,325,6,1008.3
9/26/2020,81,75.2,87.8,0.268,219,4.9,1007.5
9/27/2020,80.1,77,87.8,0.268,219,3.9,1005.9
9/28/2020,81.1,77,87.8,0.268,219,6.5,1007
9/29/2020,80.8,77,86,0.268,260,5.7,1008.1
9/30/2020,83.1,77,89.6,0.268,296,5,1006.3
10/1/2020,83.7,77,91.4,0.268,303,5,1005.4
10/2/2020,81.7,78.8,89.6,0.268,275,3,1005.8
10/3/2020,82.9,77,91.4,0.268,269,4.6,1007.7
10/4/2020,82.2,77,91.4,0.268,266,6.2,1008.1
10/5/2020,79.5,77,87.8,0.268,300,5.7,1007.4
10/6/2020,82,77,86,0.268,307,4.2,1006.6
10/7/2020,78.4,77,82.4,0.268,184,4.7,1004.8
10/8/2020,81.7,77,89.6,0.268,184,4.3,1005
10/9/2020,79,77,86,0.268,184,3.4,1006.2
10/10/2020,80.2,77,86,0.268,280,2.5,1005.8
10/11/2020,79.3,77,82.4,0.268,254,6.3,1004.6
10/12/2020,80.8,77,87.8,0.268,278,6.2,1003.5
10/13/2020,80.2,77,86,0.268,260,6.3,1004.2
10/14/2020,78.4,77,80.6,0.268,217,5.2,1005.2
10/15/2020,79.9,77,87.8,0.268,261,6.1,1005.3
10/16/2020,78.3,77,82.4,0.268,242,8.7,1004.9
10/17/2020,79.2,77,86,0.268,228,8.4,1005.5
10/18/2020,79.9,73.4,84.2,0.268,225,4.8,1007.5
10/19/2020,82.6,77,87.8,0.268,262,4.3,1007.7
10/20/2020,83.3,77,89.6,0.268,316,5,1007.5
10/21/2020,82,78.8,87.8,0.268,322,5.1,1006.9
10/22/2020,84.4,77,91.4,0.268,322,3.7,1006.8
10/23/2020,82.8,78.8,89.6,0.268,287,5,1008
10/24/2020,82.6,78.8,91.4,0.268,223,4.6,1008.8
10/25/2020,81.3,77,87.8,0.268,233,4.3,1009
10/26/2020,82.8,77,89.6,0.268,293,5.2,1008.2
10/27/2020,81.5,77,87.8,0.268,315,7.6,1006.3
10/28/2020,80.8,78.8,84.2,0.268,279,8.1,1005.3
10/29/2020,80.8,77,91.4,0.268,219,6.8,1008.2
10/30/2020,83.7,75.2,91.4,0.268,265,3.5,1009.6
10/31/2020,81,73.4,91.4,0.268,291,3.7,1009.3
11/1/2020,82.9,77,89.6,0.268,327,4.6,1008.8
11/2/2020,82.2,77,89.6,0.268,310,4.2,1009.6
11/3/2020,83.8,77,91.4,0.268,36,3.9,1010.1
11/4/2020,81.7,78.8,89.6,0.268,262,5.2,1010
11/5/2020,84.7,77,93.2,0.268,302,3.9,1009.5
11/6/2020,81.1,78.8,86,0.268,316,4.4,1009.9
11/7/2020,83.8,77,89.6,0.268,112,5.6,1010.5
11/8/2020,82,77,89.6,0.268,14,6.5,1009.8
11/9/2020,81.3,73.4,87.8,0.268,359,5.5,1008.3
11/10/2020,78.1,77,84.2,0.268,323,10.1,1007.3
11/11/2020,78.6,71.6,86,0.268,12,4.6,1009.5
11/12/2020,81.1,73.4,91.4,0.268,12,3.9,1010.3
11/13/2020,81.1,75.2,87.8,0.268,317,3.8,1008.6
11/14/2020,83.7,73.4,91.4,0.268,347,5,1008.3
11/15/2020,82.9,77,91.4,0.268,77,4.3,1009.8
11/16/2020,82.9,75.2,95,0.268,14,3.6,1009.7
11/17/2020,84.9,77,93.2,0.268,76,3.6,1008.3
11/18/2020,83.7,77,91.4,0.268,35,3.6,1007.9
11/19/2020,83.3,78.8,91.4,0.268,110,4.7,1007.9
11/20/2020,83.5,78.8,91.4,0.268,92,5.5,1008.4
11/21/2020,81.3,77,89.6,0.268,87,2.7,1008.8
11/22/2020,82.2,75.2,93.2,0.268,353,3,1009.8
11/23/2020,81.7,77,91.4,0.268,343,3.5,1009.6
11/24/2020,82.8,75.2,91.4,0.268,39,3.5,1009.5
11/25/2020,83.3,77,91.4,0.268,37,3.6,1009.1
11/26/2020,83.1,78.8,89.6,0.268,56,3.7,1010.1
11/27/2020,82.6,77,91.4,0.268,28,4.2,1010.1
11/28/2020,83.5,73.4,91.4,0.268,31,5.5,1009.7
11/29/2020,79.9,77,84.2,0.268,10,5.1,1009.3
11/30/2020,81.1,75.2,87.8,0.268,33,4.1,1009.2
12/1/2020,81.9,77,87.8,0.268,54,5.2,1010
12/2/2020,82.2,75.2,91.4,0.268,57,4.2,1009.6
12/3/2020,81.3,71.6,91.4,0.268,23,4.7,1009.5
12/4/2020,80.2,71.6,89.6,0.268,25,6,1009.5
12/5/2020,80.8,69.8,89.6,0.268,348,4.5,1010.2
12/6/2020,82.6,71.6,91.4,0.268,4,5.1,1010.2
12/7/2020,81,75.2,87.8,0.268,14,5,1010.5
12/8/2020,82,73.4,89.6,0.268,33,5.9,1010.3
12/9/2020,81.7,77,87.8,0.268,5,6,1009
12/10/2020,80.2,77,87.8,0.268,349,4,1008.8
12/11/2020,81.9,75.2,87.8,0.268,325,3,1009.2
12/12/2020,81.3,78.8,89.6,0.268,328,2.9,1008.3
12/13/2020,82,77,86,0.268,287,2.7,1008.3
12/14/2020,82.8,77,93.2,0.268,70,4.1,1008.7
12/15/2020,82.2,77,91.4,0.268,42,2.7,1010
12/16/2020,82.9,75.2,91.4,0.268,42,3.3,1010.1
12/17/2020,83.1,77,91.4,0.268,15,3.6,1009.3
12/18/2020,82.8,75.2,89.6,0.268,31,5.1,1009.1
12/19/2020,80.4,75.2,87.8,0.268,29,6.6,1009.8
12/20/2020,78.1,73.4,86,0.268,5,9.1,1009.8
12/21/2020,79.9,71.6,87.8,0.268,9,10.8,1008.9
12/22/2020,77.2,73.4,82.4,0.268,342,8.2,1008.1
12/23/2020,78.4,73.4,87.8,0.268,329,6.6,1007.3
12/24/2020,81.5,73.4,91.4,0.268,48,4.9,1007.8
12/25/2020,82,73.4,89.6,0.268,62,4.9,1009.3
12/26/2020,82.8,75.2,93.2,0.268,42,3.5,1009.5
12/27/2020,82,75.2,93.2,0.268,332,4.2,1009.2
12/28/2020,82,75.2,91.4,0.268,297,3.9,1008.3
12/29/2020,82.8,77,91.4,0.268,19,4.7,1008.3
12/30/2020,80.4,77,86,0.268,27,8.5,1009.1
12/31/2020,78.8,75.2,84.2,0.268,25,8.1,1010.1
1/1/2021,77.2,73.4,86,0.268,28,7.3,1011.3
1/2/2021,79.2,71.6,87.8,0.268,3,6.3,1010.6
1/3/2021,81.1,71.6,89.6,0.268,357,4.2,1009.8
1/4/2021,82,75.2,91.4,0.268,39,4.8,1009.5
1/5/2021,81.7,75.2,89.6,0.268,31,4,1009.7
1/6/2021,82.6,75.2,89.6,0.268,71,4.5,1008.9
1/7/2021,82.6,75.2,93.2,0.268,57,4.4,1008.3
1/8/2021,81.7,75.2,91.4,0.268,355,3.7,1008.1
1/9/2021,80.4,73.4,89.6,0.268,37,4.4,1009.2
1/10/2021,79,71.6,86,0.268,351,4,1010
1/11/2021,79.3,71.6,89.6,0.268,347,4.4,1010.5
1/12/2021,75.9,69.8,87.8,0.268,11,6.5,1011.3
1/13/2021,74.7,66.2,82.4,0.268,323,4.5,1011.6
1/14/2021,76.8,64.4,86,0.268,230,3.8,1011.1
1/15/2021,78.1,69.8,87.8,0.268,97,4.5,1009.6
1/16/2021,78.8,69.8,89.6,0.268,44,5.4,1009.8
1/17/2021,78.6,71.6,89.6,0.268,59,6.3,1011
1/18/2021,78.1,69.8,87.8,0.268,29,6.3,1011.5
1/19/2021,75.9,68,82.4,0.268,317,4.2,1011.3
1/20/2021,80.2,71.6,87.8,0.268,280,3.8,1010.5
1/21/2021,81,75.2,89.6,0.268,236,5.2,1009.8
1/22/2021,79.5,75.2,86,0.268,211,5.5,1009.6
1/23/2021,80.8,75.2,89.6,0.268,123,5,1009.8
1/24/2021,80.2,75.2,87.8,0.268,139,5.3,1010.4
1/25/2021,81,75.2,89.6,0.268,92,4.3,1010
1/26/2021,82,77,91.4,0.268,90,4.3,1009.2
1/27/2021,81.3,75.2,91.4,0.268,92,4.8,1009.4
1/28/2021,80.4,75.2,91.4,0.268,64,4.8,1010.6
1/29/2021,80.2,73.4,91.4,0.268,17,4.9,1011.2
1/30/2021,79.9,69.8,87.8,0.268,340,3.8,1011.5
1/31/2021,81,75.2,93.2,0.268,29,4.6,1011.5
2/1/2021,80.6,75.2,91.4,0.268,64,5.1,1011.8
2/2/2021,80.2,73.4,91.4,0.268,69,5.5,1012.1
2/3/2021,79.9,73.4,87.8,0.268,170,4.2,1011.7
2/4/2021,82.4,71.6,91.4,0.268,331,4,1012.1
2/5/2021,81.5,77,89.6,0.268,269,5,1011.2
2/6/2021,82,75.2,91.4,0.268,235,4.1,1010
2/7/2021,80.8,75.2,87.8,0.268,273,4.2,1010.2
2/8/2021,79.3,75.2,89.6,0.268,117,5.3,1009.9
2/9/2021,82.8,77,91.4,0.268,148,4.6,1009
2/10/2021,83.1,77,87.8,0.268,111,4.6,1009.2
2/11/2021,79.2,77,84.2,0.268,191,4.3,1010.2
2/12/2021,79.5,75.2,87.8,0.268,157,5.1,1011.2
2/13/2021,75.4,73.4,87.8,0.268,136,5.6,1011.9
2/14/2021,76.8,73.4,86,0.268,148,6.4,1012.6
2/15/2021,77.2,69.8,86,0.268,142,5.8,1011.3
2/16/2021,78.1,71.6,87.8,0.268,149,8,1010.8
2/17/2021,79.7,71.6,89.6,0.268,127,6.3,1011.8
2/18/2021,79.5,69.8,87.8,0.268,356,3.4,1013.3
2/19/2021,83.8,69.8,91.4,0.268,35,5.2,1013.1
2/20/2021,80.6,71.6,91.4,0.268,93,5,1012.3
2/21/2021,73.4,71.6,91.4,0.268,355,5,1011.9
2/22/2021,78.3,73.4,87.8,0.268,158,6.7,1011.3
2/23/2021,80.1,71.6,89.6,0.268,107,5.6,1010.2
2/24/2021,80.2,75.2,89.6,0.268,170,6.4,1009.2
2/25/2021,81.1,73.4,89.6,0.268,174,5.6,1007.8
2/26/2021,82.4,77,91.4,0.268,166,6.6,1006.6
2/27/2021,82.6,78.8,91.4,0.268,156,6.2,1007.3
2/28/2021,83.5,77,93.2,0.268,134,9.1,1008.8
3/1/2021,84.4,77,93.2,0.268,140,8.9,1011.5
3/2/2021,83.7,77,93.2,0.268,138,8.2,1011.3
3/3/2021,84.4,77,93.2,0.268,119,6.5,1011.1
3/4/2021,84.7,77,96.8,0.268,118,8.9,1011.7
3/5/2021,83.5,75.2,96.8,0.268,131,10.5,1011.4
3/6/2021,84.4,73.4,95,0.268,133,6.5,1011.9
3/7/2021,84.4,77,95,0.268,145,8.8,1010.9
3/8/2021,84.6,77,95,0.268,115,6.3,1011.6
3/9/2021,84.4,77,95,0.268,108,7.1,1011.4
3/10/2021,84.7,77,95,0.268,99,5.8,1011
3/11/2021,85.5,77,95,0.268,101,7.6,1010.9
3/12/2021,86.2,78.8,95,0.268,120,6.4,1011.3
3/13/2021,84.6,78.8,95,0.268,115,6.3,1010.9
3/14/2021,82.8,75.2,95,0.268,105,6.6,1009.5
3/15/2021,82.9,77,93.2,0.268,148,6.3,1009.3
3/16/2021,82.2,77,89.6,0.268,149,8,1009.1
3/17/2021,82.6,77,91.4,0.268,147,7.5,1009.1
3/18/2021,83.7,78.8,89.6,0.268,150,7.8,1008.9
3/19/2021,85.3,78.8,93.2,0.268,154,7.5,1007.9
3/20/2021,84.4,80.6,91.4,0.268,149,7.1,1007.1
3/21/2021,84.9,80.6,95,0.268,133,7.5,1007.5
3/22/2021,86.7,78.8,96.8,0.268,75,5.7,1009.4
3/23/2021,86.5,78.8,95,0.268,58,6,1009.3
3/24/2021,87.3,80.6,95,0.268,108,7.5,1008.6
3/25/2021,86.5,80.6,96.8,0.268,112,7,1008.6
3/26/2021,85.8,78.8,98.1,0.268,119,9.4,1008.3
3/27/2021,85.8,80.6,96.8,0.268,129,8.8,1008.1
3/28/2021,85.6,78.8,96.8,0.268,140,8,1007.9
3/29/2021,85.5,80.6,95,0.268,158,6.3,1007.7
3/30/2021,85.6,80.6,96.8,0.268,192,6.8,1006.5
3/31/2021,86.4,80.6,95,0.268,196,6.8,1005.5
4/1/2021,87.1,80.6,95,0.268,195,7.4,1005.6
4/2/2021,86.7,82.4,98.6,0.268,207,6.5,1006.4
4/3/2021,85.5,75.2,93.2,0.268,145,6.8,1007.4
4/4/2021,84,80.6,93.2,0.268,150,7.4,1008.5
4/5/2021,85.5,78.8,93.2,0.268,120,6.4,1009.5
4/6/2021,86.7,78.8,95,0.268,120,8.2,1010
4/7/2021,86.7,78.8,96.8,0.268,115,6.5,1010
4/8/2021,83.7,80.6,91.4,0.268,121,6.5,1009.4
4/9/2021,83.5,78.8,87.8,0.268,156,6.3,1009.5
4/10/2021,85.1,78.8,93.2,0.268,105,5.2,1010.8
4/11/2021,85.3,80.6,95,0.268,127,7.6,1011.6
4/12/2021,84.9,78.8,95,0.268,124,7.1,1011.6
4/13/2021,85.8,80.6,93.2,0.268,144,7.9,1010.9
4/14/2021,84.6,82.4,95,0.268,169,6.2,1010.3
4/15/2021,84.9,75.2,95,0.268,200,4.8,1009.4
4/16/2021,82.2,71.6,93.2,0.268,189,7,1009.5
